intrinsic_L,S_normalized_to_ordered_peak
1.0728571428571427,0.28340541196380536
1.0809523809523809,0.19746316290912283
1.089047619047619,0.12646801097081392
1.097142857142857,0.071848740920932241
1.1052380952380951,0.033665435553924622
1.1133333333333333,0.010743014389713437
1.1214285714285712,0.00090582801463706024
1.1295238095238094,0.0012839278855711208
1.1376190476190475,0.0086559732404164202
1.1457142857142857,0.019792038676855712
1.1538095238095236,0.031761875625835864
1.1619047619047618,0.04218004083459944
1.1699999999999999,0.049367932894607024
1.1780952380952379,0.052423090321197206
1.186190476190476,0.051196870160369827
1.1942857142857142,0.046191611663238069
1.2023809523809521,0.038396503618048007
1.2104761904761903,0.029086787934867263
1.2185714285714284,0.019613167654224665
1.2266666666666666,0.011207259349318915
1.2347619047619045,0.0048249404113518135
1.2428571428571427,0.0010431299965844565
1.2509523809523808,1.779414598984815e-05
1.259047619047619,0.0015027965081664879
1.2671428571428569,0.004921643754991295
1.2752380952380951,0.009478094544590851
1.2833333333333332,0.014287681268216753
1.2914285714285711,0.01851080340182442
1.2995238095238093,0.021469225331628632
1.3076190476190475,0.022731261191515285
1.3157142857142856,0.022156090989781212
1.3238095238095235,0.019893770061080451
1.3319047619047617,0.01634372280024797
1.3399999999999999,0.012080029532663581
1.348095238095238,0.0077559276309587229
1.3561904761904759,0.0040021726882399043
1.3642857142857141,0.0013340285532672169
1.3723809523809523,7.9748645837813021e-05
1.3804761904761902,0.00033981491258510722
1.3885714285714283,0.0019814687134552564
1.3966666666666665,0.0046678874463025304
1.4047619047619047,0.0079164578537255503
1.4128571428571426,0.0111766380228575
1.4209523809523807,0.013915403816183728
1.4290476190476189,0.015697546810827922
1.4371428571428571,0.016249184726636681
1.445238095238095,0.015495564747933666
1.4533333333333331,0.013568167960829457
1.4614285714285713,0.010780683129938655
1.4695238095238092,0.0075779564700071463
1.4776190476190474,0.0044659004822482353
1.4857142857142855,0.0019330200570723971
1.4938095238095237,0.00037532291702302461
1.5019047619047616,3.5782024147911424e-05
1.5099999999999998,0.00096730844328336613
1.5180952380952379,0.0030246984219942283
1.5261904761904761,0.0058867415996142116
1.534285714285714,0.0091052306816239489
1.5423809523809522,0.012173632615278077
1.5504761904761903,0.014605238392075035
1.5585714285714283,0.016009129622192298
1.5666666666666664,0.016152506927921979
1.5747619047619046,0.014999803239131698
1.5828571428571427,0.012722303079660397
1.5909523809523807,0.0096762521697162859
1.5990476190476188,0.0063520729895911732
1.607142857142857,0.0033016432271187304
1.6152380952380951,0.0010540169724310388
1.6233333333333331,3.1962640686847342e-05
1.6314285714285712,0.00048193735386878713
1.6395238095238094,0.0024285344728846923
1.6476190476190473,0.0056612041238687377
1.6557142857142855,0.0097565679536812996
1.6638095238095236,0.01413452696360796
1.6719047619047618,0.018141301386376995
1.6799999999999997,0.021148264510775061
1.6880952380952379,0.022652573926770333
1.696190476190476,0.022364625411130528
1.7042857142857142,0.020268475175480534
1.7123809523809521,0.016644533061731161
1.7204761904761903,0.012048677696791053
1.7285714285714284,0.007247893706356077
1.7366666666666664,0.0031188140922868419
1.7447619047619045,0.0005213211475220634
1.7528571428571427,0.00016380000220443002
1.7609523809523808,0.0024790726966759016
1.7690476190476188,0.0075300248231953588
1.7771428571428569,0.014961331126124787
1.7852380952380951,0.024008684578792197
1.793333333333333,0.033570051804336261
1.8014285714285712,0.042335502818854211
1.8095238095238093,0.048964062359228303
1.8176190476190475,0.052288836293880057
1.8257142857142854,0.051526349970273506
1.8338095238095236,0.046463378658894397
1.8419047619047617,0.037595043258978375
1.8499999999999999,0.026191710808347587
1.8580952380952378,0.014279006469816448
1.866190476190476,0.0045243601929878642
1.8742857142857141,3.4011596049266174e-05
1.882380952380952,0.0040751058658019049
1.8904761904761902,0.019747180940297752
1.8985714285714284,0.04963479218542631
1.9066666666666665,0.095477278969963789
1.9147619047619044,0.15789211629839217
1.9228571428571426,0.23618470140010994
1.9309523809523808,0.32827004358374134
1.9390476190476189,0.43072134003796059
1.9471428571428568,0.53894788783976466
1.955238095238095,0.64749152080639216
1.9633333333333332,0.75041820186083052
1.9714285714285711,0.84177093440467643
1.9795238095238092,0.9160429628832315
1.9876190476190474,0.96862715518981157
1.9957142857142856,0.99619889881420109
2.0038095238095237,0.99699570850688102
2.0119047619047619,0.97096645959983163
2.02,0.91977572666581953
2.0280952380952382,0.84666280474339783
2.0361904761904759,0.75616913255070051
2.044285714285714,0.6537605316403613
2.0523809523809522,0.54538059082327717
2.0604761904761904,0.43697763804936712
2.0685714285714285,0.33404944896072797
2.0766666666666667,0.24124702305302426
2.0847619047619048,0.162071787792749
2.0928571428571425,0.09869028643483363
2.1009523809523807,0.05187793317547134
2.1090476190476188,0.021090159048328824
2.117142857142857,0.0046466583221872844
2.1252380952380951,3.8067100181947071e-06
