normal_tilt_alpha_deg,normal_azimuth_psi_deg,orientation_mass
7.872899323396779,303.75,0.0025720061802854098
7.872899323396779,315,0.0025720061802854098
7.872899323396779,326.25,0.0025720061802854098
7.872899323396779,337.5,0.0025720061802854098
7.872899323396779,348.75,0.0025720061802854098
10.12710067660322,0,0.0011846822389090514
10.12710067660322,11.25,0.0011846822389090514
10.12710067660322,22.5,0.0011846822389090514
10.12710067660322,33.75,0.0011846822389090514
10.12710067660322,45,0.0011846822389090514
10.12710067660322,56.25,0.0011846822389090514
10.12710067660322,67.5,0.0011846822389090514
10.12710067660322,78.75,0.0011846822389090514
10.12710067660322,90,0.0011846822389090514
10.12710067660322,101.25,0.0011846822389090514
10.12710067660322,112.5,0.0011846822389090514
10.12710067660322,123.74999999999999,0.0011846822389090514
10.12710067660322,135,0.0011846822389090514
10.12710067660322,146.25,0.0011846822389090514
10.12710067660322,157.5,0.0011846822389090514
10.12710067660322,168.75,0.0011846822389090514
10.12710067660322,180,0.0011846822389090514
10.12710067660322,191.25,0.0011846822389090514
10.12710067660322,202.5,0.0011846822389090514
10.12710067660322,213.75,0.0011846822389090514
10.12710067660322,225,0.0011846822389090514
10.12710067660322,236.25,0.0011846822389090514
10.12710067660322,247.49999999999997,0.0011846822389090514
10.12710067660322,258.75,0.0011846822389090514
10.12710067660322,270,0.0011846822389090514
10.12710067660322,281.25,0.0011846822389090514
10.12710067660322,292.5,0.0011846822389090514
10.12710067660322,303.75,0.0011846822389090514
10.12710067660322,315,0.0011846822389090514
10.12710067660322,326.25,0.0011846822389090514
10.12710067660322,337.5,0.0011846822389090514
10.12710067660322,348.75,0.0011846822389090514
12.310483490983621,0,0.00082974053613489509
12.310483490983621,11.25,0.00082974053613489509
12.310483490983621,22.5,0.00082974053613489509
12.310483490983621,33.75,0.00082974053613489509
12.310483490983621,45,0.00082974053613489509
12.310483490983621,56.25,0.00082974053613489509
12.310483490983621,67.5,0.00082974053613489509
12.310483490983621,78.75,0.00082974053613489509
