branch,bin,x_unit,x,valid,measured,background,net_measured,model_total,net_model
m1_plus,44,L_reciprocal_lattice_units,10.900000000000007,1,34.554798627149339,8.5482448155232404,26.006553811626098,35.966344555020044,27.418099739496803
m1_plus,45,L_reciprocal_lattice_units,11.100000000000009,1,36.229787965632759,8.2138269960399874,28.015960969592772,34.800037111587898,26.58621011554791
m1_plus,46,L_reciprocal_lattice_units,11.300000000000008,1,17.846817395678602,7.8857882913351567,9.9610291043434458,14.234702216833675,6.3489139254985183
m1_plus,47,L_reciprocal_lattice_units,11.500000000000009,1,11.74652811935422,7.5644454055296846,4.1820827138245358,8.2041990445740876,0.63975363904440297
m1_plus,48,L_reciprocal_lattice_units,11.700000000000008,1,10.131506744239552,7.2485482905583032,2.8829584536812485,7.3778170339467355,0.12926874338843231
m1_plus,49,L_reciprocal_lattice_units,11.900000000000009,1,9.1537881458378507,6.9392261214856026,2.2145620243522481,6.9936268819995977,0.054400760513995117
m1_plus,50,L_reciprocal_lattice_units,12.100000000000009,1,8.8217386108658715,6.6364481174595502,2.1852904934063213,6.6660072036221258,0.029559086162575632
m1_plus,51,L_reciprocal_lattice_units,12.30000000000001,1,8.5612073934139303,6.3407129010368521,2.2204944923770782,6.3651308075173052,0.024417906480453055
m1_plus,52,L_reciprocal_lattice_units,12.500000000000009,1,8.530627060337924,6.0511954156492491,2.4794316446886748,6.1674702576744638,0.11627484202521465
m1_plus,53,L_reciprocal_lattice_units,12.70000000000001,1,8.8974597507374327,5.7687789760327677,3.128680774704665,6.960493415281876,1.1917144392491084
m1_plus,54,L_reciprocal_lattice_units,12.900000000000009,1,10.844713999517385,5.4933068655511912,5.3514071339661937,10.187514875672399,4.6942080101212076
m1_plus,55,L_reciprocal_lattice_units,13.10000000000001,1,10.421878408606666,5.2248737660105489,5.1970046425961174,9.9492203657099481,4.7243465996993992
m1_plus,56,L_reciprocal_lattice_units,13.30000000000001,1,6.9189816270393933,4.9634976308003296,1.9554839962390638,6.1832246093214795,1.21972697852115
m1_plus,57,L_reciprocal_lattice_units,13.500000000000011,1,6.0277082926838474,4.7098922433166672,1.3178160493671802,4.8971956909592196,0.18730344764255236
m1_plus,58,L_reciprocal_lattice_units,13.70000000000001,1,5.5167871821864516,4.462917400064919,1.0538697821215326,4.719844042275759,0.25692664221084005
m1_plus,59,L_reciprocal_lattice_units,13.900000000000011,1,5.8327742895026873,4.2236761428309055,1.6090981466717817,5.0563688190934304,0.83269267626252486
m1_plus,60,L_reciprocal_lattice_units,14.10000000000001,1,5.3399753746455971,3.9917529691656068,1.3482224054799903,4.8292616383713494,0.83750866920574252
m1_plus,61,L_reciprocal_lattice_units,14.300000000000011,1,4.6103717373949387,3.7673281556258837,0.84304358176905492,4.0075791207694147,0.24025096514353095
